rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),menu_item
2.7/5,85,JP Nagar,Cafe,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes","Cafe, Pizza, Fast Food, Beverages",500,"['Margherita Pizza [6 inches]', 'Glazed Onion Pizza [6 inches]', 'Cheesy Margherita Pizza', 'Spicy Bite Pizza', 'Spicy Chicken Bite Pizza', 'Margherita Pizza [6 inches]', 'Glazed Onion Pizza [6 inches]', 'Tangy Slice Pizza [6 inches]', 'Capsico Pizza [6 inches]', 'Cheesy Margherita Pizza', 'Spicy Bite Pizza', 'Paneer Exotic Pizza', 'Love Pepper Pizza', 'Red Scallion Pizza', 'Paprika Delight Pizza', 'Hot Golden Cake Pizza', 'Shadowy Pizza', 'Spice and Smoke Pizza', 'Green Farm Pizza', 'Choco La to Pizza', 'Cluster Pizza', 'Indo Italian Romeo Pizza', 'Frizzle Sizzler Pizza', 'Golden Chunks Tressure Pizza', 'North Meets The South Pizza', 'Brazilya Pizza', 'Spicy Paneer Bhurji Pizza', ""Chef's Special Pizza"", ""Woodee's Special Pizza"", 'Grassy Green Feast Pizza', '5 Pepper Pizza', 'Death By Pizza', 'Cheese Margherita Pizza [7 inches]', 'Pepper Crisp Pizza [7 inches]', 'Sparkling Zest Pizza [7 inches]', 'Smokey Flames Pizza [7 inches]', 'Flaming Ferry Pizza [7 inches]', 'Sausage Chicken [7 inches]', 'Fried Spicy Chicken [7 inches]', 'Chicken Pepperoni [7 inches]', 'Barbeque Chicken [7 inches]', 'Peri Peri Chicken [7 inches]', 'Achari Chicken [7 inches]', 'Classic Egg Pizza', 'Veg Egg Pizza', 'Chicken Egg Pizza', 'Chicken Sausage Pizza', 'Spicy Chicken Bite Pizza', 'Cheesy Spicy Chicken Pizza', 'Peri Peri Chicken Pizza', 'Chicken Keema Pizza', 'Chicken Pepperoni Pizza', 'Chicken Kabab Pizza', 'Barbecue Chicken Pizza', 'Achari Chicken Pizza', 'Chicken Italiano Pizza', 'Chicken Brazilian Pizza', 'Chicken Greenland Pizza', 'Spicy Chicken Hook Balls Pizza', 'Chicken Bonanza Pizza', 'Chicken Ultimate Salvation Pizza', 'Veg Creamy Cheesy Pasta', 'Veg Arrabiata Heights Pasta', 'Veg Pesto Italian Pasta', 'Veg Pink Zest Pasta', 'Veg Olive Blast Pasta', 'Veg Orange Salmon Pasta', 'Chicken Creamy Cheesy Pasta', 'Chicken Arrabiata Heights Pasta', 'Chicken Pesto Italian Pasta', 'Chicken Pink Zest Pasta', 'Chicken Olive Blast Pasta', 'Chicken Orange Salmon Pasta', 'Paneer Surprise Rotolo', 'Spicy Paneer Rotolo', 'All Jalapenos Rotolo', 'Crazy Baby Corn Rotolo', 'Tangy Pepper Rotolo', 'Savory Rotolo', 'Sausage Chicken Rotolo', 'Chicken Keema Rotolo', 'Barbeque Chicken Rotolo', 'Spicy Chicken Rotolo', 'Chicken Kabab Rotolo', 'Classic Garlic Bread', 'Classic Crumpts', 'Fiery Crumpts', 'Cheese Garlic Bread', 'Chilli Garlic Bread', 'Paprika Garlic Bread', 'Jalapeno Garlic Bread', 'Stuffed Garlic Bread', 'Chicken Garlic Bread', 'Classic Nachos', 'Classic Cheesy Nachos', 'Fiery Cheesy Nachos', 'Jalapeno Cheesy Nachos', 'Chicken Cheesy Nachos', 'Classic Fries', 'Masala Fries', 'Chilli Cheese Fries', 'Salsa Cheese Fries', 'Schezwan Cheese Fries', 'Barbecue Cheese Fries', 'Chilli Garlic Fries', 'Nachos Fries', 'Cheesy Paprika Fries', 'Barbeque Chicken Fries', 'Angry Jungle Fries', 'Popcorn Chicken', 'Keema Chicken Fries', 'Chicken Nachos', 'Plain Cheesy Dip', 'Masala Cheesy Dip', 'Cheesy Garlic Dip', 'Creamy Salsa Dip', 'Chilli Cheese Dip', 'Cheesy Jalapeno Dip', 'Potato Wedges', 'Pizza Pockets [5 Pieces]', 'Jalapeno Pockets [5 Pieces]', 'Veg Poppers', 'Baked Baby Corn Fingers', 'Chicken Poppers', 'Chicken Nuggets', 'Vanilla', 'Chocolate', 'Choco Chip', 'Belgian Chocolate', 'Rabadi', 'Special Goat Milk', 'Hot Chocolate Fudge', 'Brownie Fudge', 'Strawberry Delight', 'Kiwi Blast', 'Panipuri Twist', 'Caramel Fudge', 'Blueberry Cookie Bliss', 'Cookie Sundae', 'Choco Chip Mania', 'Nutty Chocolate Sundae', 'Double Chocolate Sundae', 'Belgian Chocolate Sundae', 'Jaljeera', 'Crimson Blush Lemonade', 'Kelly Kiwi Lemonade', 'Royal Sapphire Lemonade', 'Night Beauty Lemonade', 'Yellow Belly Lemonade', 'Ginger Lime Lemonade', 'Fruit Beer', 'Mango Shake', 'Strawberry Shake', 'Blackcurrant Shake', 'Butterscotch Apple Shake', 'Peach and Apricot Shake', 'Chocolate Shake', 'Litchi Thick Shake', 'Blueberry Thick Shake', 'Whole Strawberry Thick Shake', 'Choco Chip Thick Shake', 'Vanilla Rabadi Thick Shake', 'Kit Kat Shake', 'Snickers Shake', 'Oreo Shake', 'Choco Brownie Shake', 'Choco Peanut Butter Shake', 'Salted Caramel Shake', 'Iced Coffee Shake', 'Cake o Mocha Shake', 'Choco Almond Shake', 'Choco Nutella Shake', 'Oreo Red Velvet Shake', 'Red Velvet Shake', 'Irish Cream Coffee Shake', 'Belgian Choco Chip Shake']"
4.5/5,1178,BTM,Delivery,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500,[]
3.7/5,335,BTM,Casual Dining,"Dum Biryani, Dal Fry, Paneer Biryani","Andhra, North Indian, Biryani",800,[]
3.8/5,254,BTM,Casual Dining,Mutton Biryani,"Biryani, North Indian",800,"['Gobi Manchurian', 'Tandoori Chicken', 'Phulka', 'Tandoori Roti', 'Andhra Chicken Curry', 'Boneless Andhra Chicken Curry', 'Butter Chicken', 'Chicken Mughlai', 'Veg Biryani', 'Mushroom Biryani', 'Paneer Biryani', 'Hyderabad Veg Biryani', 'Fried Piece Chicken Biryani [ Family Pack]', 'Nizam Chicken Biryani [ Family Pack]', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Mushroom Fried Rice', 'Mixed Veg Fried Rice', 'Chicken Fried Rice', 'Schezwan Chicken Fried Rice', 'Capsicum Special Chicken Fried Rice', 'Ragi Muddha', 'Gutti Venkaya', 'Tomato Soup', 'Sweet Corn Soup', 'Veg Hot and Sour Soup', 'Veg Manchow Soup', 'Veg Clear Soup', 'Mushroom Soup', 'Cream of Mushroom Soup', 'Lemon Coriander Soup', 'Chicken Hot and Sour Soup', 'Chicken Manchow Soup', 'Chicken Clear Soup', 'Chicken Sweet Corn Soup', 'Chicken Contens Soup', 'Veg Manchurian', 'Gobi Manchurian', 'Gobi 65', 'Gob Chilly', 'Baby Corn Manchurian', 'Paneer Manchurian', 'Mushroom Manchurian', 'Ginger Gobi', 'Chilly Paneer', 'Chilly Mushroom', 'Baby Corn Chilly', 'Baby Corn Majestic', 'Paneer Bhurji', 'Mushroom Pepper Fry', 'Mushroom Pepper Dry', 'Veg 65', 'Paneer 65', 'Aloo 65', 'Kaju Pakoda', 'Kaju Fry', 'Capsicum Special Veg Dry', 'Boiled Egg [2 Egg]', 'Egg Chilly', 'Egg Manchurian', 'Egg 65', 'Egg Omelette', 'Capsicum Special Chicken', 'Chicken Lollipop', 'Chicken Hyderabadi Fry', 'Chicken Roast', 'Chicken Ghee Roast', 'Chicken 65', 'Chicken Manchurian', 'Chicken Chilly', 'Chicken Pepper Fry', 'Chicken Pepper Dry', 'Chicken 555', 'Chicken Winsg Pepper Dry [6 Pieces]', 'Lemon Chicken', 'Chicken Drumsticks', 'Chicken Keema Gold Coins', 'Chicken Kaju Pakoda', 'Chicken Crispy', 'Chicken Pepper', 'Mutton Pepper Fry', 'Hara Bhara Veg Kabab', 'Veg Paneer Tikka', 'Hariyali Paneer Tikka', 'Tandoori Chicken', 'Chicken Lasooni Tikka', 'Chicken Hariyali Tikka', 'Chicken Garlic Kabab', 'Chicken Tikka', 'Fish Tikka', 'Tangri Kabab', 'Kalmi Kabab', 'Chicken Tandoori Platter', 'Fish Tandoori Platter', 'Reshmi Kabab', 'Malai Kabab', 'Fish Manchurian', 'Apollo Fish', 'Crispy Fish', 'Fish Fry', 'Garlic Fish Roast', 'Fish Chilly', 'Fish Pepper Fry', 'Fish Pepper Dry', 'Fish 65', 'Fish Tikka', 'Fish Hariyali Tikka', 'Prawns Manchurian', 'Chilly Prawns', 'Prawns 65', 'Prawns Pepper Fry', 'Prawns Pepper Dry', 'Schezwan Prawns Dry', 'Loose Prawns', 'Dal Fry', 'Dal Tadka', 'Dal Makhani', 'Veg Malai Kofta', 'Mushroom Curry', 'Paneer Butter Masala', 'Veg Mixed Curry', 'Paneer Shahi Korma', 'Palak Paneer', 'Kadai Veg', 'Kadai Paneer', 'Kadai Mushroom', 'Plain Palak', 'Aloo Palak', 'Tomato Curry', 'Tomato Cashew Curry', 'Kaju Curry', 'Veg Kolhapuri', 'Veg Hyderabadi', 'Aloo Gobhi Masala', 'Capsicum Special Masala', 'Egg Curry', 'Egg Masala', 'Egg Pulusu', 'Egg Tomato Curry', 'Egg Keema Curry', 'Egg Kolhapuri', 'Egg Bhurji', 'Andhra Chicken Curry', 'Boneless Andhra Chicken Curry', 'Chicken Masala', 'Hyderabadi Chicken Curry', 'Chicken Chettinad', 'Chicken Kadai', 'Butter Chicken', 'Chicken Mughlai', 'Palak Chicken', 'Gongura Chicken Curry', 'Chicken Kolhapuri', 'Chicken Shahi Korma', 'Methi Chicken', 'Andhra Mutton Curry', 'Fish Curry', 'Fish Masala', 'Andhra Fish Curry', 'Fish Kadai', 'Prawns Curry', 'Prawns Masala', 'Kadai Prawns Curry', 'Hyderabadi Prawns Curry', 'Phulka', 'Butter Phulka', 'Tandoori Roti', 'Butter Roti', 'Naan', 'Butter Naan', 'Garlic Naan', 'Kulcha', 'Butter Kulcha', 'Stuffed Kulcha', 'Tandoori Paratha', 'Aloo Paratha', 'Methi Paratha', 'Pudina Paratha', 'Jeera Rice', 'Curd Rice', 'Steamed Rice', 'Veg Biryani', 'Mushroom Biryani', 'Paneer Biryani', 'Hyderabad Veg Biryani', 'Egg Biryani', 'Boneless Special Chicken Biryani', 'Hyderabad Chicken Biryani', 'Fried Pieces Chicken Biryani', 'Pot Chicken Biryani', 'Lollipop Biryani', 'Chicken Roast Biryani', 'Drumstick Biryani', 'Avakaya Chicken Biryani', 'Green Mirchi Chicken Biryani', 'Nizam Chicken Biryani', 'Natukodi Biryani', 'Fish Biryani', 'Prawns Biryani', 'Veg Biryani [ Family Pack]', 'Mushroom Biryani [ Family Pack]', 'Paneer Biryani [ Family Pack]', 'Hyderabad Veg Biryani [ Family Pack]', 'Hyderabad Chicken Biryani [ Family Pack]', 'Pot Chicken Biryani [ Family Pack]', 'Avakaya Chicken Biryani [ Family Pack]', 'Green Mirchi Chicken Biryani [ Family Pack]', 'Fried Piece Chicken Biryani [ Family Pack]', 'Nizam Chicken Biryani [ Family Pack]', 'Natukodi Family Biryani [ Family Pack]', 'Fish Biryani [ Family Pack]', 'Prawns Biryani [ Family Pack]', 'Capsicum Special Chicken Biryani', 'Minister Chicken Biryani', 'Bathkali Chicken Biryani', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Mushroom Fried Rice', 'Mixed Veg Fried Rice', 'Egg Fried Rice', 'Chicken Fried Rice', 'Schezwan Chicken Fried Rice', 'Capsicum Special Chicken Fried Rice', 'Ragi Muddha', 'Gutti Venkaya', 'Natu Kodi Pulusu', 'Natu kodi Fry', 'Natu Kodi Iguru', 'Guntur Chicken Fry', 'Andhra Chicken Fry', 'Rayalaseema Chicken Fry', 'Konaseema Kodi Vepudu', 'King of Kodi Vepudu', 'Gulab Jamun', 'Fresh Lime Juice', 'Masala Fresh Lime Soda', 'Fresh Lime Soda', 'Butter Milk', 'Sweet Lassi', 'Mineral Water [1 Litre]', 'Ginger Lime Soda', 'Jeera Masala Soda']"
4.1/5,63,JP Nagar,"Takeaway, Delivery","Sandwich, Crispy Chicken, French Fries","Fast Food, Sandwich",300,"['Fitshack', 'Snack Pop Box', 'Popullicious Combo', 'The Crispy Ringer', 'Chicken Fiesta', 'Quick Box', 'Empire Crispy Chicken', 'Chicken Popcorn (regular)', 'Masala French Fries (150 Grams)', 'Chilly Garlic Potato Pops (12 Pieces)', 'French Fries (150 Grams)', 'Cheese Garlic Potato Pops (8 Pieces)', 'Potato Wedges', 'Empire Smilies (5 Pieces)', 'Empire Veg Sandwich', 'Empire Chicken Sandwich', 'Tawa Chicken Shawarma', 'Hot Chilly Dip', 'Fiery Dip', 'Spicy Lemon Dip', 'Tandoori Tikka Dip', 'Carolina Mustard Bbq Dip', 'Arabian Kofta Dip']"
4.0/5,244,BTM,Quick Bites,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali","Bengali, North Indian",400,[]
2.9/5,255,BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250,[]
4.5/5,549,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400,[]
4.1/5,775,BTM,Quick Bites,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali","South Indian, North Indian, Chinese, Street Food",300,[]
3.6/5,208,JP Nagar,"Takeaway, Delivery","Chicken Grill, Biryani","Biryani, North Indian, Charcoal Chicken, Chinese, Seafood, Rolls",300,"['Veg Schezwan Noodles', 'Egg Schezwan Fried Rice', 'Chicken Schezwan Fried Rice', 'Egg Schezwan Noodles', 'Chicken Schezwan Noodles', 'Veg Fried Rice', 'Veg Schezwan Fried Rice', 'Veg Noodles', 'Egg Fried Rice', 'Chicken Fried Rice', 'Egg Noodles', 'Roomali Roti', 'Tandoori Roti', 'Plain Naan', 'Butter Naan', 'Kulcha', 'Jeera Rice', 'Chicken Biriyani', 'Mutton Sheek Kabab (full)', 'Mutton Sheek Kabab (half)', 'Green Salad', 'Cucumber Salad', 'Onion Salad', 'Pahadi Kabab (full)', 'Pahadi Kabab (half)', 'Kalmi Kabab (full)', 'Kalmi Kabab (half)', 'Pepper Roast (full)', 'Chicken Roast (half)', 'Anari Tikka (full)', 'Anari Tikka (half)', 'Achari Tikka (full)', 'Achari Tikka (half)', 'Tandoori Kabab (full)', 'Tandoori Kabab (half)', 'Chicken Chops (full)', 'Chicken Chops (half)', 'Cheese Malai Tikka(full)', 'Cheese Malai Tikka(half)', 'Chatkara Chicken (full)', 'Chatkara Chicken (half)', 'Chicken Kabab (full)', 'Chicken Kabab (half)', 'Chicken Lollipop (full)', 'Chicken Lollipop (half)', 'Chicken Sholay Kabab (full)', 'Chicken Sholay Kabab (half)', 'Chilli Chicken Bone (full)', 'Chilli Chicken Bone (half)', 'Pepper Chicken Bone (full)', 'Pepper Chicken Bone (half)', 'Andhra Chilli Chicken Bone (full)', 'Andhra Chilli Chicken Bone (half)', 'Ginger Chicken Bone (full)', 'Ginger Chicken Bone (half)', 'Garlic Chicken Bone (full)', 'Garlic Chicken Bone (half)', 'Chicken Manchurian Bone (full)', 'Chicken Manchurian Bone (half)', 'Chicken 65 Bone (full)', 'Chicken 65 Bone (half)', 'Lemon Chicken With Bone (full)', 'Lemon Chicken With Bone (half)', 'Chilli Chicken Boneless (full)', 'Chilli Chicken Boneless (half)', 'Pepper Chicken Boneless (full)', 'Pepper Chicken Boneless (half)', 'Andhra Chilli Chicken Boneless (full)', 'Andhra Chilli Chicken Boneless (half)', 'Ginger Chicken Boneless (full)', 'Ginger Chicken Boneless (half)', 'Garlic Chicken Boneless (full)', 'Garlic Chicken Boneless (half)', 'Chicken Manchurian Boneless (full)', 'Chicken Manchurian Boneless (half)', 'Chicken 65 Boneless (full)', 'Chicken 65 Boneless (half)', 'Lemon Chicken With Boneless (full)', 'Lemon Chicken With Boneless (half)', 'Chicken Hyderabadi (full)', 'Chicken Hyderabadi (half)', 'Chicken Banjara (full)', 'Chicken Banjara (half)', 'Chicken Kolhapuri (full)', 'Chicken Kolhapuri (half)', 'Chicken Kalimirch (full)', 'Chicken Kalimirch (half)', 'Chicken Chettinad (full)', 'Chicken Chettinad (half)', 'Butter Chicken (full)', 'Butter Chicken (half)', 'Chicken Masala (full)', 'Chicken Masala (half)', 'Chicken Kadai (full)', 'Chicken Kadai (half)', 'Chicken Mughlai (full)', 'Chicken Mughlai (half)', 'Chicken Dopiyaza (full)', 'Chicken Dopiyaza (half)', 'Murg Musallam (full)', 'Murg Musallam (half)', 'Chicken Punjabi (full)', 'Chicken Punjabi (half)', 'Chicken Hyderabadi Boneless (full)', 'Chicken Hyderabadi Boneless (half)', 'Chicken Banjara Boneless (full)', 'Chicken Banjara Boneless (half)', 'Chicken Kolhapuri Boneless (full)', 'Chicken Kolhapuri Boneless (half)', 'Chicken Kalimirch Boneless (full)', 'Chicken Kalimirch Boneless (half)', 'Chicken Chettinad Boneless (full)', 'Chicken Chettinad Boneless (half)', 'Butter Chicken Boneless (full)', 'Butter Chicken Boneless (half)', 'Chicken Masala Boneless (full)', 'Chicken Masala Boneless (half)', 'Chicken Kadai Boneless (full)', 'Chicken Kadai Boneless (half)', 'Chicken Mughlai Boneless(full)', 'Chicken Mughlai Boneless(half)', 'Chicken Dopiyaza Boneless (full)', 'Chicken Dopiyaza Boneless (half)', 'Murg Musallam Boneless (full)', 'Murg Musallam Boneless (half)', 'Chicken Punjabi Boneless (full)', 'Chicken Punjabi Boneless (half)', 'Paneer Chilli Dry (full)', 'Paneer Chilli Dry (half)', 'Paneer Manchurian Dry (full)', 'Paneer Manchurian Dry (half)', 'Dal Fry (full)', 'Dal Fry (half)', 'Paneer Butter Masala (full)', 'Paneer Butter Masala (half)', 'Shahi Paneer (full)', 'Shahi Paneer (half)', 'Veg Kadai (full)', 'Veg Kadai (half)', 'Mutton Hyderabadi (full)', 'Mutton Hyderabadi (half)', 'Mutton Chettinad (full)', 'Mutton Chettinad (half)', 'Mutton Kolhapuri (full)', 'Mutton Kolhapuri (half)', 'Lamb Chops Noorani (full)', 'Lamb Chops Noorani (half)', 'Mutton Masala (full)', 'Mutton Masala (half)', 'Mutton Korma (full)', 'Mutton Korma (half)', 'Mutton Rogan Ghosh (full)', 'Mutton Rogan Ghosh (half)', 'Mutton Stew (full)', 'Mutton Stew (half)', 'Mutton Dopiyaza (full)', 'Mutton Dopiyaza (half)', 'Mutton Punjabi (full)', 'Mutton Punjabi (half)', 'Mutton Banjara (full)', 'Mutton Banjara (half)', 'Mutton Raziyala (full)', 'Mutton Raziyala (half)', 'Fish Chilli (full)', 'Fish Chilli (half)', 'Prawns Pepper Dry (full)', 'Prawns Pepper Dry (half)', 'Prawns Chilly (full)', 'Prawns Chilly (half)', 'Fish Kabab (full)', 'Fish Kabab (half)', 'Fish Manchurian (full)', 'Fish Manchurian (half)', 'Prawns Manchurian (full)', 'Prawns Manchurian (half)', 'Fish Hyderabadi (full)', 'Fish Hyderabadi (half)', 'Fish Chettinad (full)', 'Fish Chettinad (half)', 'Fish Masala (full)', 'Fish Masala (half)', 'Fish Kadai (full)', 'Fish Kadai (half)']"
4.1/5,739,JP Nagar,Delivery,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala","Chinese, North Indian",500,"['Veg Chinese Combo', 'Chicken Biryani Combo', 'Gobi Manchurian', 'Gobi Chilly', 'Paneer Manchurian', 'Paneer Chilly', 'Mushroom Chilly', 'Mushroom Pepper Dry', 'Mushroom Manchurian', 'Baby Corn Manchurian', 'Baby Corn Chilly', 'Crispy Veg', 'Honey Chilly Potato', 'Crispy Corn', 'Baby Corn Golden Fry', 'Egg Chilly', 'Egg 65', 'Chilly Chicken', 'Chicken 65', 'Chicken Kabab', 'Lemon Chicken', 'Garlic Chicken', 'Ginger Chicken', 'Pepper Chicken Dry', 'Chicken Manchurian', 'Chicken Fry', 'Paneer Butter Masala', 'Kadai Paneer', 'Dal Fry', 'Dal Tadka', 'Mixed Veg', 'Kadai Veg', 'Mushroom Masala', 'Baby Corn Masala', 'Matar Paneer', 'Egg Bhurji', 'Egg Curry', 'Butter Chicken', 'Kadai Chicken', 'Chicken Masala', 'Chicken do Pyaza', 'Chicken Pepper Masala', 'Chicken Hyderabadi Spicy', 'Chicken Angara Spicy', 'Chicken Mughlai', '2 Tawa Roti', '2 Butter Tawa Roti', 'Lachha Paratha', 'Ghee Rice', 'Jeera Rice', 'Veg Pulao', 'Green Peas Pulao', 'Veg Biryani', 'Matar Paneer Biryani', 'Hyderabadi Chicken Dum Biryani', 'Vegetable Fried Rice', 'Veg Schezwan Fried Rice', 'Egg Fried Rice', 'Schezwan Egg Fried Rice', 'Chicken Fried Rice', 'Schezwan Chicken Fried Rice', 'Vegetable Noodles', 'Veg Schezwan Noodles', 'Egg Noodles', 'Schezwan Egg Noodles', 'Chicken Noodles', 'Chicken Schezwan Noodles', 'Lays', 'Haldirams Peanuts', 'Haldirams Bhujiya Sev', 'Paneer Pakoda', 'French Fries', 'Peanut Masala', 'Egg Pakoda', 'Masala Omelette', 'Plain Omelette', 'Mixed Raita', 'Carrot Halwa', 'Snickers', 'Pepsi [500 ml]', 'Fanta [500 ml]', 'Sprite [500 ml]', 'Maaza [500 ml]', 'Coke [500 ml]', 'Mineral Water [1 litre]']"
3.8/5,310,Bannerghatta Road,Quick Bites,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",North Indian,400,"['Chicken Fried Rice', 'Chicken Hakka Noodles', 'Special Tandoori Chicken', 'Chilli Chicken', 'Chicken Lollipop', 'Special Dal Makhani', 'Dal Tadka', 'Special Paneer Lababdar', 'Special Punjabi Paneer', 'Mutter Paneer', 'Kadai Paneer', 'Special Paneer Tikka Masala', 'Paneer Butter Masala', 'Special Punjabi Chicken', 'Special Butter Chicken', 'Special Chicken Tikka Masala', 'Special Rara Chicken', 'Kadai Chicken', 'Tandoori Roti', 'Butter Naan', 'Tawa Aloo Paratha', 'Jeera Rice', 'Delhi Chicken Biryani', 'Ambarsari Kulcha Combo', 'Chur Chur Naan Combo', 'Special Punjabi Thali', 'Standard Chicken Thali', 'Punjabi Nawabi Thali', 'Tandoori Lemon Paneer Tikka', 'Tandoori kali Mirch Paneer Tikka', 'Pudina Paneer Tikka', 'Tandoori Lemon Mushroom Tikka', 'Tandoori Kali Mirch Mushroom Tikka', 'Pudina Mushroom Tikka', 'Tandoori Lemon Chicken Tikka', 'Reshmi Chicken Tikka', 'Tandoori Kali Mirch Chicken Tikka', 'Malai Chicken Tikka', 'Chicken Kalmi Kebab', 'Chicken Haryali Kebab', 'Ambarsari Kulcha Combo', 'Chur Chur Naan Combo', 'Special Punjabi Thali', 'Standard Chicken Thali', 'Punjabi Nawabi Thali', 'Vegetable Soup', 'Veg Sweet Corn Soup', 'Veg Hot n Sour Soup', 'Veg Manchow Soup', 'Chicken Soup', 'Chicken Hot n Sour Soup', 'Chicken Sweet Corn Soup', 'Chicken Manchow Soup', 'Paneer Tikka', 'Achari Paneer Tikka', 'Lemon Paneer Tikka', 'Kali Mirch Paneer Tikka', 'Special Malai Paneer Tikka', 'Paneer Sabzaani Tikka', 'Mushroom Tikka', 'Achari Mushroom Tikka', 'Lemon Mushroom Tikka', 'Kali Mirch Mushroom Tikka', 'Tandoori Gobi', 'Veg Seekh Kabab', 'Special Hara Bhara Kabab', 'Veg Platter', 'Masala Omelette', 'Special Egg Bhurji', 'Special Tandoori Chicken', 'Tandoori Lemon Chicken', 'Tandoori Kali Mirch Chicken', 'Chicken Irani', 'Malai Chicken Tikka', 'Lemon Chicken Tikka', 'Kali Mirch Tikka', 'Kalmi Kabab', 'Dakhni Mirch Chicken Tikka', 'Tawa Chicken', 'Chicken Fry', 'Chicken Afghani', 'Chicken Alishan', 'Chicken Seekh Kabab', 'Chicken Boti Kabab', 'Special Murgh Ka Sholay', 'Special Banjara Chicken', 'Crispy Chilli Potato', 'Honey Chilli Potato', 'Special Chilli Paneer', 'Veg Manchurian', 'Special Paneer Manchurian', 'Mushroom Manchurian', 'Gobi Manchurian', 'Baby Corn Manchurian', 'French Fries', 'Egg Manchurian', 'Chilli Chicken', 'Chicken Manchurian', 'Chicken 65', 'Chicken Lollipop', 'Lemon Chicken', 'Special Dal Makhani', 'Dal Tadka', 'Rajma Masala', 'Kadi Pakoda', 'Special Paneer Makhani', 'Special Paneer Lababdar', 'Special Punjabi Paneer', 'Mutter Paneer', 'Shahi Paneer', 'Kadai Paneer', 'Special Paneer Tikka Masala', 'Paneer Butter Masala', 'Paneer Pasanda', 'Special Paneer Bhurji', 'Palak Paneer', 'Paneer Dhaniya Adraki', 'Special Paneer Awadhi', 'Special Paneer Changezi', 'Methi Paneer', 'Paneer Kali Mirch', 'Kadai Mushroom', 'Mushroom Masala', 'Mutter Mushroom', 'Aloo Jeera', 'Dum Aloo', 'Aloo Gobi', 'Special Nizami Handi', 'Subz Miloni', 'Kadai Veg', 'Mixed Vegetable', 'Veg Kofta', 'Malai Kofta', 'Egg Masala', 'Egg Bhurji', 'Egg Curry', 'Special Punjabi Chicken', 'Special Butter Chicken', 'Special Chicken Tikka Masala', 'Chicken Dhaniya Adraki', 'Special Chicken Awadhi', 'Special Chicken Changezi', 'Special Rara Chicken', 'Methi Chicken', 'Saag Chicken', 'Chicken Kali Mirch', 'Kadai Chicken', 'Mughlai Chicken', 'Makki Ki Roti', 'Phulka', 'Butter Phulka', 'Tandoori Roti', 'Butter Tandoori Roti', 'Plain Naan', 'Butter Naan', 'Special Stuffed Chur Chur Naan', 'Special Butter Garlic Naan', 'Plain Tawa Paratha', 'Ajwain Tawa Paratha', 'Special Lachha Paratha', 'Plain Kulcha', 'Butter Kulcha', 'Special Ambarsari Kulcha', 'Tawa Aloo Paratha', 'Tandoori Aloo Paratha', 'Tawa Onion Paratha', 'Tandoori Onion Paratha', 'Tawa Gobi Paratha', 'Tandoori Gobi Paratha', 'Tawa Mix Paratha', 'Tandoori Mix Paratha', 'Tawa Paneer Paratha', 'Tandoori Paneer Paratha', 'Jeera Rice', 'Plain Rice', 'Veg Pulao', 'Peas Pulao', 'Delhi Veg Biryani', 'Delhi Egg Biryani', 'Delhi Chicken Biryani', 'Vegetable Fried Rice', 'Paneer Fried Rice', 'Veg Chowmein', 'Paneer Chowmein', 'Egg Fried Rice', 'Egg Hakka Noodles', 'Chicken Fried Rice', 'Chicken Hakka Noodles', 'Plain Curd', 'Boondi Raita', 'Mixed Raita', 'Green Salad', 'Gulab Jamun [2 Pieces]', 'Sweet Lassi', 'Masala Lassi', 'Butter Milk']"
